,Name,Lowest price,Price per slot,Trader price,Last update,Hash EN,Hash RU
254,30-round 6L23 5.45x39 magazine for AK-74 and compatibles,3900,1950,1119,Price updated an hour ago,cb015b5997efd48cf77fa15467ef53e5,None
255,30-round 6L23 Plum 5.45x39 magazine for AK-74 and compatibles,0,0,0,None,None,None
256,30-round 7.62x39 magazine for AK-103 and compatible weapons,9999,4999,1084,Price updated 2 hours ago,96b8d352c6b16dc70ab545e54d7eaa0d,None
257,30-round SR3M.130 9x39 SR3M magazine,46000,23000,11211,Price updated an hour ago,ab78746a5e715e1128f5c597ddd5e07c,None
258,35-round 7.62x25 magazine for PPSH-41,3000,1500,1473,Price updated 2 days ago,aecd3286cb4490cb9d243f66f05e4d88,None
259,4-shell M870 12ga magazine cap,9899,9899,577,Price updated 2 days ago,None,None
260,4-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,777,777,602,Price updated 5 days ago,0ccb22e318bf91d83f991ad5a52a5ea3,None
261,40-round PMAG GEN M3 40 5.56x45 STANAG magazine,14499,4833,3459,Price updated 3 hours ago,50748c3092b688713865c65409e66d62,None
262,40-round PMAG GEN M3 FDE 40 5.56x45 STANAG magazine,19500,6500,3459,Price updated 4 hours ago,1036fc5c120e3980580bcf1024e71a40,None
263,45-round 6L26 5.45x39 magazine for AK-74 and compatibles,9500,3166,2108,Price updated 5 days ago,c3f14133077ddc9f0ce181004a30a4d4,None
264,5-round .308 AICS M700 magazine,6000,6000,1176,Price updated 5 days ago,3e2ef44e05b654edcef60052a8aad5ce,None
265,5-round .308 M700 magazine,5000,5000,1036,Price updated 2 days ago,ed997ea9f04f77d40e6a5801aeec8202,None
266,5-round .308 T-5000 magazine,21000,21000,1092,Price updated 1 an hour ago,ccf93ab719581e9e2c94e8e762187971,None
267,5-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,6500,6500,790,Price updated 5 days ago,d5d1f0bff1e435c7b23bc1be5ee66944,None
268,6-shell MP-133x6 12ga magazine,14999,7499,703,Price updated 1 an hour ago,c677327712577b1421d0a46fb1b070b9,None
269,60-round 6L31 5.45x39 magazine for AK-74 and compatibles,21888,10944,10259,Price updated an hour ago,d8631a13489713f9f63f3e1c4cbb32f4,None
270,60-round MAG5-60 5.56x45 STANAG magazine,40000,20000,12743,Price updated 1 an hour ago,a737597e5caaf53a1c8bf6eabc9f1464,None
271,6L18 45-round 5.45x39 magazine for AK-74 and compatible weapons,7500,2500,1977,Price updated 3 hours ago,6053a2155f4d100d657ed38b295d04ce,None
272,6L20 30-round 5.45x39 magazine for AK-74 and compatible weapons,2399,1199,1137,Price updated 3 days ago,e710280f93a26236b78b67a583de3825,None
273,6L29 30-round 5.56x45 magazine for AK-101 and compatible weapons,9999,4999,1012,Price updated 5 days ago,b431e56927f8430b7a31cfc39f4b7381,None
274,7-shell M870x7 12ga magazine,48000,24000,940,Price updated 3 hours ago,39d3020dff419960dc166d7561e30d9c,None
275,"7.62x39 ribbed metal magazine for AK and compatibles, 10-round capacity",499,499,559,Price updated 2 days ago,db26fd91ad9d3b67484dcb1bd8e912d1,None
276,"7.62x51 metal magazine for VPO-101 and compatibles, 10-round capacity",9999,9999,2156,Price updated 2 hours ago,53f0fd377cf4841c5f4efcea653449fe,None
277,"7.62x51 metal magazine for VPO-101 and compatibles, 5-round capacity",5000,5000,616,Price updated 5 days ago,b6922390fac042d39feb606880edcecd,None
278,"7.62x54r ProMag OPFOR for Archangel Mosin rifle kit, 10-round capacity",15555,15555,3432,Price updated 1 an hour ago,1e869bb7820d6520d37da3aa17c5adba,None
279,71-round 7.62x25 magazine for PPSH-41,24999,6249,8960,Price updated 3 hours ago,b265da152fbce285fb1a010381478d98,None
280,8-shell M590A1 12ga magazine cap,8500,8500,840,Price updated 3 days ago,None,None
281,8-shell MP-133x8 12ga magazine,17990,5996,1285,Price updated 1 an hour ago,1e47ce18f8d0705b06f1faceb234ace4,None
282,"90-93 9x18PM Magazine, for 8 PM rounds",2000,2000,526,Price updated 5 days ago,d23a6c9e9008c83d05049dbef7734272,None
283,95-round 5.45x39 magazine for RPK-16 and compatibles,19999,4999,19936,Price updated 2 hours ago,f6c905ecb424715dc06d102c80b6bdf5,None
284,AGS-30 30-Grenades box 30x29,0,0,0,None,None,None
285,Arsenal CWP 30-round 5.56x45 magazine for SLR-106 and compatible weapons,6666,3333,1344,Price updated 3 days ago,064deaf91078fdba57e900009311b6db,None
286,"Bakelite 7.62x39 magazine for AK and compatibles, 40-round capacity",6990,2330,2008,Price updated 3 days ago,be9f591a6a8e2e0c0f02667b87fb5e5d,None
287,British FAL/L1A1 7.62x51 30 rnd magazine,28666,14333,2581,Price updated 3 hours ago,8b85e416df706db327cc5e07f2bff579,None
288,Colt AR-15 5.56x45 STANAG 30-round magazine,4400,2200,1127,Price updated 2 days ago,8a92d5ce49524c786d3d94f38397dd4d,None
289,F5 MPX Drum mag 50-round 9x19 magazine,32000,16000,7896,Price updated an hour ago,58f38f3f429cc4dfda6fd58542669eaa,None
290,"FAL/SA-58 ""MMW"" 7.62x51 20 rnd plastic mag",10000,5000,1684,Price updated 18 minutes ago,b509367fa631aa3b6fa0ba21997a3177,None
291,FAL/SA-58 7.62x51 10 rnd,1250,1250,1009,Price updated 5 days ago,e6f794e684e5c1ffb371db8fc5dbc1e5,None
292,FAL/SA-58 7.62x51 20 rnd,3000,1500,1557,Price updated 3 days ago,a267d1eeb30acb761fc166edae0b20a2,None
293,FAL/SA-58 7.62x51 30 rnd,39900,19950,2501,Price updated 1 an hour ago,0e218b062aca4be60f937ffd49f6a8ca,None
294,"FN magazine for P90, 50-round capacity",13000,6500,5880,Price updated 4 hours ago,0d53169a52aa3942913bd72bc0b32464,None
295,Five-seveN 20-Round 5.7x28 magazine,13333,13333,2050,Price updated 3 hours ago,f8914c8acde9efffa799ee5246fbdd95,None
296,Glock .45 ACP magazine,8000,8000,868,Price updated 1 an hour ago,f504e6e41bf021a89a8d598de6b57463,None
297,Glock 9x19 magazine,3420,3420,827,Price updated 3 days ago,aadd845fe10a14e4463f7cba0b32dcfd,None
298,HK PM Gen.2 5.56x45 STANAG 30-round magazine,13333,6666,1918,Price updated 4 hours ago,b8de73b1aa417d5aaef687fe17d05e54,None
299,HK Polymer mag 30 5.56x45 STANAG 30-round magazine,14000,7000,2243,Price updated 1 an hour ago,6ce1ac3038a87943575b51c4e93d7b98,None
300,HK Steel Maritime 5.56x45 STANAG 30-round magazine,5000,2500,2027,Price updated an hour ago,510ef324dfd6d34873262491d52fa26e,None
301,"Izhmash 6L10 7.62x39 magazine for AK and compatibles, 30-round capacity",5000,2500,1105,Price updated 3 days ago,0ca4b9e174aca7575c9439f25a76f9ab,None
302,"Izhmash 7.62x39 AK aluminium magazine for AK and compatibles, 10-round capacity",6000,3000,392,Price updated 3 days ago,2c1022ecac9601db845fc55468eabc5c,None
303,"Izhmash 7.62x39 AKMS aluminium magazine for AK and compatibles, 30-round capacity",5100,2550,1848,Price updated 3 days ago,2119f1f3065570b9e19bdfde1247d5c3,None
304,Izhmash AK magazine (issued ‘55 or later) 30-round for 7.62x39 AK and compatibles,1777,888,987,Price updated 2 days ago,d9ae23244f90d4d946a9117e1ec11db3,None
305,KAC Steel 10 7.62x51 10 rnd,6000,6000,1008,Price updated 5 days ago,02cbf1d769fe19982d43acc2f4edaef4,None
306,KAC Steel 20 7.62x51 20 rnd,17797,8898,1372,Price updated an hour ago,02cbf1d769fe19982d43acc2f4edaef4,None
307,M14 30 round 7.62x51 magazine,13499,6749,3249,Price updated 1 an hour ago,49de4381aefe2c340f0f2843b562f645,None
308,M1911 .45 ACP 7-round magazine,13999,13999,616,Price updated 3 hours ago,0e749f994375cad46ab54a4af18002a7,None
309,M1A 20 round 7.62x51 magazine,8000,4000,1382,Price updated 2 days ago,8cc3dc2af8bfb3991942f5b5ae8c1c7d,None
310,M45A1 .45 ACP 7-round magazine,18777,18777,672,Price updated 2 hours ago,83a2e4f16c2524d96f6bd49a975ba45e,None
311,M9A3 9x19 17-round magazine,10999,10999,1008,Price updated an hour ago,8d94f82c6d7e524864e4b6cf27ef51ab,None
312,MP-153 5-rd magazine extension,1499,1499,505,Price updated 8 months ago,None,None
313,MP-153 6-rd magazine extension,2600,1300,684,Price updated 8 months ago,None,None
314,MP-153 7-rd magazine extension,8000,2666,931,Price updated 8 months ago,None,None
315,MP-153 8-rd magazine extension,49999,16666,1188,Price updated 5 days ago,None,None
316,MP-153 forend cap,0,0,0,None,None,None
317,MP-443 9x19 18-round magazine,5555,5555,860,Price updated 3 days ago,c8a6ed24bb26e612eb51f13fbe949179,None
318,MPX with TTI Base pad +11 41-round 9x19 magazine,19420,9710,2953,Price updated 2 hours ago,d5725d7b5ddd711355246232f468b5cf,None
319,Magex G30 magazine for Glock .45 ACP,55000,27500,2296,Price updated 22 minutes ago,9599f64e4e65c9b3881a5dafa6f01723,None
320,Magpul PMAG .308 AC 10-round M700 magazine,15000,7500,2800,Price updated 4 hours ago,02e15e67679221e0d4150b76f9ed3cb4,None
321,Magpul PMAG .308 AC 5-round M700 magazine,11000,11000,1568,Price updated 5 days ago,4e8f8aa838bc336c1f60513a381d5593,None
322,Magpul PMAG D-60 5.56x45 60-round magazine,45000,22500,8631,Price updated an hour ago,a9dd786d01688fdc71515879c2ec7238,None
323,MaxRounds Powermag 20-round 12/76 magazine for SOK-12 and compatible weapons,44800,11200,14000,Price updated 2 hours ago,056b2119aad639ee034dde38bc771b0b,None
324,Mec-Gar .45 ACP 11-round magazine for M1911A1,30000,30000,1176,Price updated 1 an hour ago,541ea316b60d7af277e39ca175097f64,None
325,"Metal magazine for VPO-215 and compatibles, .366 TKM 4-round capacity",7000,7000,672,Price updated 2 days ago,91189b53901255f29d9b9646941db198,None
326,"Molot 6P2.Sb-11 7.62x39 magazine for AK and compatibles, 40-round capacity",4000,1333,1393,Price updated 5 days ago,42eb8cfc8545a02238fa606cccf7418a,None
327,"Molot magazine for AK and compatibles, 75-round capacity",16599,4149,16240,Price updated 2 hours ago,c0693fc916ab0eaee7f294ee239e9587,None
328,P226 Extended magazine 9x19,30000,30000,1646,Price updated 3 hours ago,3065364528c19992d2825c779e1a1018,None
329,P226 magazine,11500,11500,1174,Price updated 3 days ago,cabef8cbc6049d11966972cec5e56938,None
330,PM/PPSH 9x18PM 84-round drum mag for PM,30999,15499,9650,Price updated 15 minutes ago,b9042f97bf95ec150e44e3e872384aa3,None
331,PMAG GEN M3 10 5.56x45 STANAG 10-round magazine,2000,2000,1121,Price updated 5 days ago,d5a46adb5e4249b21da2c15f2feb49cd,None
332,PMAG GEN M3 20 5.56x45 STANAG 20-round magazine,3000,3000,1683,Price updated 2 days ago,d28f10405468621ef299020ec5b1afa3,None
333,PMAG GEN M3 30 5.56x45 STANAG 30-round magazine,0,0,0,None,None,None
334,PMAG GEN M3 30 5.56x45 STANAG 30-round magazine,0,0,0,None,None,None
335,PMAG GEN M3 FDE W 30 5.56x45 STANAG 30-round magazine,0,0,0,None,None,None
336,PMAG GEN M3 W 30 5.56x45 STANAG 30-round magazine,0,0,0,None,None,None
337,PMAG SR/LR GEN M3 20 7.62x51 20 rnd,0,0,0,None,None,None
338,PUFGUN SG-919 20 20-round 9x19 magazine for PP-19-01,0,0,0,None,None,None
339,PUFGUN SG-919 30 30-round 9x19 magazine for PP-19-01,0,0,0,None,None,None
340,"Palm US AK30 7.62x39 magazine for AK and compatibles, 30-round capacity (FDE)",0,0,0,None,None,None
341,"Palm US AK30 7.62x39 magazine for AK and compatibles, 30-round capacity (black)",0,0,0,None,None,None
342,"Pmag 30 AK/AKM GEN M3 7.62x39 magazine for AK and compatibles, 30-round capacity",0,0,0,None,None,None
343,"Pmag 30 AK/AKM GEN M3 7.62x39 magazine for AK and compatibles, 30-round capacity (banana)",0,0,0,None,None,None
344,"Pmag 30 AK74 GEN M3 5.45x39 magazine for AK and compatibles, 30-round capacity",0,0,0,None,None,None
345,Pmag GL9 polymer magazine,0,0,0,None,None,None
346,ProMag AALVX 35 7.62x39 35-round SKS magazine.,0,0,0,None,None,None
347,ProMag AK-A-16 73-round 7.62x39 magazine for AKM and compatibles,0,0,0,None,None,None
348,ProMag SKS-A5 7.62x39 20-round SKS magazine.,0,0,0,None,None,None
349,Promag AA-70 10-round .308 M700 magazine,0,0,0,None,None,None
350,Promag AA-70 20-round .308 M700 magazine,0,0,0,None,None,None
351,Regular 4rnd magazine for Mosin rifle,0,0,0,None,None,None
352,SAI-02 10-round 12x76 magazine for SOK-12 and compatible weapons,0,0,0,None,None,None
353,"SGMT Drum mag for Glock 9x19, 50 rounds capacity",0,0,0,None,None,None
354,SR1-MP magazine,0,0,0,None,None,None
355,Sb.5 5-round 12/76 magazine for SOK-12 and compatible weapons,0,0,0,None,None,None
356,Standard 9x18PM 20-round magazine for PP-91,0,0,0,None,None,None
357,Standard 9x18PM 30-round magazine for PP-91,0,0,0,None,None,None
358,Standard 9x19 15-round magazine for MP9,0,0,0,None,None,None
359,Standard 9x19 20-round magazine for MP9,0,0,0,None,None,None
360,Standard 9x19 25-round magazine for MP9,0,0,0,None,None,None
361,Standard 9x19 30-round magazine for MP9,0,0,0,None,None,None
362,Standard APS 9x18PM 20-round magazine,0,0,0,None,None,None
363,Standard MP5 20-round 9x19 magazine,0,0,0,None,None,None
364,Standard MP5 30-round 9x19 magazine,0,0,0,None,None,None
365,Standard MP7 20-round 4.6x30 magazine,0,0,0,None,None,None
366,Standard MP7 30-round 4.6x30 magazine,0,0,0,None,None,None
367,Standard MP7 40-round4.6x30 magazine,0,0,0,None,None,None
368,Standard MPX 20-round 9x19 magazine,0,0,0,None,None,None
369,Standard MPX 30-round 9x19 magazine,0,0,0,None,None,None
370,Standard PP-19-01 30-round 9x19 magazine,0,0,0,None,None,None
371,Standard UMP 25-round .45 ACP magazine,0,0,0,None,None,None
372,Sword Int. Mk-18 .338 LM 10-round magazine,0,0,0,None,None,None
373,TROY Battlemag 5.56x45 STANAG 30-round magazine,0,0,0,None,None,None
374,X Products X-5 MP5 50-round 9x19 magazine,0,0,0,None,None,None
375,X-14 M14 50 round 7.62x51 magazine,0,0,0,None,None,None
376,X-47 AK 7.62x39 50 rnd magazine,0,0,0,None,None,None
377,X-FAL FAL/SA-58 7.62x51 50 rnd magazine,0,0,0,None,None,None
378,tt-105 7.62x25 TT Magazine,0,0,0,None,None,None
379,"10.5"" 9x19 barrel for MPX",55000,18333,4577,None,None,None
380,"10.5"" barrel for P90 5.7x28",45000,22500,10976,Price updated 2 hours ago,None,None
381,"10.6"" barrel for 416A5 and compatible 5.56x45",12099,6049,11833,Price updated 6 hours ago,6f2a376530ba16aac4e400a290ba6c01,None
382,"10.6"" barrel for PPSH-41 7.62x25",20000,10000,4592,Price updated 14 hours ago,63f45714350f58ab630e10e5ffa30da2,None
383,"11"" barrel for 416A5 and compatible 5.56x45",15554,7777,13513,Price updated 2 hours ago,940d904ca86ff38825d2717efdf13419,None
384,"11"" barrel for SA-58 7.62x51",10999,5499,13069,Price updated 2 hours ago,6d389a2c7ef65ccb5c3d7893549a8364,None
385,112mm barrel for P226 9x19,4999,4999,875,Price updated 5 days ago,3c055a4bc69ae5f6185b6976f37a09e3,None
386,116mm 7.62x25 TT barrel,5555,5555,652,Price updated 3 days ago,549bc3c170064dee42a7f83f30d7cc5d,None
387,116mm 7.62x25 TT gilded barrel,5555,5555,5256,Price updated 2 days ago,c5521c5e276483d6ebb1e464c07b5d46,None
388,"14"" 9x19 barrel for MPX",49420,16473,6933,Price updated 2 hours ago,794a9446972aa66c99a7744deb3c6e1d,None
389,"14.5"" barrel for 416A5 and compatible 5.56x45",15500,5166,15344,Price updated 2 hours ago,da97804c9ee15628c3475ef1f6ad8b92,None
390,"15"" barrel for RPK-16 and compatible 5.45x39",5000,2500,6832,Price updated 5 days ago,dce59412f32382100b2d22c84fec923d,None
391,16 inch .308 barrel for MDR and compatible,27600,9200,27590,Price updated 1 an hour ago,50028d047b5062dfe7fbab1117ea4f26,None
392,"16"" barrel for P90 5.7x28",60000,20000,12488,Price updated 8 months ago,None,None
393,"16"" barrel for SA-58 7.62x51",25999,8666,15342,Price updated 3 hours ago,56a3eb4acd48ddcdf96577d65399c80c,None
394,"16"" barrel for SR-25 and compatible 7.62x51",15000,5000,17080,Price updated 2 hours ago,6540da58d934ff61ed903eb76f4081f6,None
395,"16"" barrel for a M1A 7.62x51 NATO",13000,3250,8736,Price updated 3 hours ago,a816b214a8779463d3d45b93ceca38c1,None
396,"16.5"" barrel for 416A5 and compatible 5.56x45",16888,5629,18760,Price updated 2 hours ago,deb6aeeac47151f5d99d60bb381bea21,None
397,165 mm 9x19 barrel for MPX-SD,9000,4500,3147,Price updated 5 days ago,8490b5ef52ca1e9f72888e706d61099e,None
398,171mm barrel for MCX and compatible .300 BLK,7900,3950,9026,Price updated 2 days ago,cae383d420a121dd8975c51c43d4fdf0,None
399,"18"" barrel for AR-15 and compatible 5.56x45",61000,20333,17678,Price updated 3 hours ago,4543cc6d421604e7033cb047a6b5de07,None
400,"18"" barrel for RFB 7.62x51",69420,23140,8792,Price updated 5 hours ago,b6d59cf6d7ba173812a6d3b611621e8c,None
401,"18"" barrel for a AR-10 and compatible 7.62x51 NATO",22250,5562,21917,Price updated 2 hours ago,ecedb79df21f7e19622b1d9fc753399f,None
402,"20"" barrel for 416A5 and compatible 5.56x45",60000,15000,21112,Price updated 3 hours ago,8c4ac3f63864e111807417047bae8df8,None
403,"20"" barrel for AR-15 and compatible 5.56x45",54500,13625,20478,Price updated 1 an hour ago,f89b4ff896fa220d91fa85e6c3cae747,None
404,"20"" barrel for M590 12ga",10000,3333,5488,Price updated an hour ago,f93d6ba92f0bb0f41c4840e1ee6684ea,None
405,"20"" barrel for SR-25 and compatible 7.62x51",62500,15625,22568,Price updated 8 months ago,None,None
406,"20"" barrel for a Remington M700 7.62x51 NATO",28888,9629,12432,Price updated 3 hours ago,bbd5646fa80e537898785006ca52b017,None
407,"20"" stainless steel barrel for a Remington M700 7.62x51 NATO",45000,15000,12768,Price updated 8 months ago,None,None
408,203 mm 9x19 barrel for MPX,45000,22500,3681,Price updated 2 hours ago,033ba7b17844d880dcbbf65f79a82b29,None
409,"21"" barrel for SA-58 7.62x51",39850,9962,18514,Price updated 3 hours ago,25952e14222b84f6d62730e5f85fc0e0,None
410,"22"" barrel for RPK-16 and compatible 5.45x39",22500,7500,9688,Price updated 3 hours ago,aa62a3441bce7a50992abaa0244acc99,None
411,"22"" barrel for a AR-10 and compatible 7.62x51 NATO",26888,5377,26787,Price updated 2 hours ago,5e6d4b45e0d85ab5fd9396abfa311851,None
412,"22"" barrel for a M1A 7.62x51 NATO",47000,9400,13696,Price updated 2 hours ago,64bf1531b30d7983c37385389d7dc24e,None
413,"22"" barrel for a SVDS 7.62x54",45555,11388,13664,Price updated 17 hours ago,7f42f5f590e2e64f3d031d0115b55b69,None
414,229mm barrel for MCX and compatible .300 BLK,14500,7250,10874,Price updated 2 hours ago,0cdc6fa3e9dbe2684ae7944d303c48ea,None
415,"23"" barrel for a VPO-215 .366TKM",13000,4333,2856,Price updated 3 hours ago,921dfc91e868f750b7d59201434ff90a,None
416,"24"" barrel for Mk-18 .338 LM",60000,15000,35598,Price updated an hour ago,331245b821e756fac3a44384d5b2ccf6,None
417,"26"" barrel for a Remington M700 7.62x51 NATO",13000,3250,14224,Price updated 2 hours ago,c02ed7b5151a1820c7924c92f8a59a3b,None
418,"26"" stainless steel barrel for a Remington M700 7.62x51 NATO",9400,2350,14504,Price updated 4 months ago,None,None
419,260mm barrel for AR-15 and compatible 5.56x45,22000,11000,10706,Price updated 3 hours ago,3c5141f7367c42d5ecdbb50009a8ae66,None
420,355mm barrel for M870 12ga,5000,2500,2059,Price updated 2 days ago,945533069404ce93a92f7be710aad3e0,None
421,370mm barrel for AR-15 and compatible 5.56x45,31000,10333,13758,Price updated 3 hours ago,4b0b6ca7db6a1ecc2d4fc52b877335a4,None
422,"4.5"" 9x19 barrel for MPX",22222,22222,2128,Price updated 8 months ago,None,None
423,406mm Molot barrel for AR-15 and compatible 5.56x45,18000,6000,9072,Price updated 3 hours ago,15c0105ab596d4c0277d76359c296dd4,None
424,406mm barrel for MDR and compatible 5.56x45,23333,7777,20870,Price updated 3 hours ago,17f60bdf70960dfef5d19bd444054f7e,None
425,"5"" Vector barrel .45 ACP",5580,2790,4984,Price updated 5 days ago,0474f88a9ee073c4b5d30047bcd75393,None
426,"5"" barrel for Vector 9x19",10250,5125,4592,Price updated 2 hours ago,55a462d57a4b2072a90eac110511b5eb,None
427,500mm .308 barrel for DVL-10,24000,8000,19416,Price updated 2 hours ago,9898951d060020a04069aadbbbd32122,None
428,508mm barrel for M870 12ga,90000,30000,5812,Price updated 3 hours ago,a39655805c39ec449ef9c4433de8a658,None
429,508mm barrel for M870 12ga with a fixed sight,10000,3333,4146,Price updated 3 hours ago,25dd5ad1037f681b50116bb12c645ab8,None
430,510mm barrel for KS-23 23x75mm,100000,33333,4536,Price updated 4 hours ago,a754e4ef31a20397ae43da92173c279c,None
431,510mm barrel for MP-133 12ga,44444,14814,2243,Price updated 3 hours ago,5a244ef8dffa5611b9e48654be33041d,None
432,510mm barrel for MP-133 12ga shotgun with rib,50069,16689,2251,Price updated 2 hours ago,c8345fb1b8f3f54bf3d2551d19a5aaf5,None
433,540mm barrel for MP-133 12ga shotgun,30000,10000,2184,Price updated 8 months ago,None,None
434,540mm barrel for MR-133 12ga shotgun with rib,28000,9333,2352,Price updated 3 days ago,None,None
435,"6"" Vector barrel .45 ACP",14444,7222,5992,Price updated 2 hours ago,354cdede5f5ae1dcefe252d4c55201ae,None
436,"6"" barrel for Vector 9x19",16000,8000,5432,Price updated 2 hours ago,d99956da5c55f4091abfd5de402ac252,None
437,"6.5"" 9x19 barrel for MPX",25000,12500,2897,Price updated 8 months ago,None,None
438,610 mm barrel for MP-153 12ga shotgun,15000,3750,4021,Price updated 8 months ago,None,None
439,610mm barrel for MP-133 12ga shotgun,5000,1250,2745,Price updated 8 months ago,None,None
440,610mm barrel for MP-133 12ga shotgun with rib,10400,2600,2858,Price updated 8 months ago,None,None
441,660 mm barrel for MP-153 12ga shotgun,25000,6250,4020,Price updated 8 months ago,None,None
442,660mm .308 barrel for DVL-10 M2,15090,3772,21056,Price updated 1 an hour ago,01ecadef84fec69ffa00e3ecdecf8ee4,None
443,660mm .308 barrel for T-5000,55555,18518,9896,Price updated 6 hours ago,1ed4522b5c1327b259e559941162b834,None
444,660mm barrel for MP-133 12ga shotgun with rib,30000,7500,3081,Price updated 8 months ago,6bd44edee49df40f574818db400d297f,None
445,660mm barrel for MR-133 12ga shotgun,5000,1250,2803,Price updated 8 months ago,538d4437d3d626468f33642835263789,None
446,660mm vent rib barrel for M870 12ga,70000,17500,7960,Price updated 5 months ago,None,None
